0,1,2,3,4,5,6
50204,EL05639146202,金山,福島県,金山町中川運動場,TRIMBLE ALLOY,TRM59800.80 GSI
50205,EL05540759203,滝根,福島県,田村市立滝根中学校,TRIMBLE NETR9,TRM59800.80 GSI
50206,EL05539726903,只見,福島県,只見町立朝日中学校,TOPCON NETG5,TPSCR.G5 GSI
50207,EL05539743001,福島南郷,福島県,南会津町和泉田農村環境改善センター,TOPCON NETG5,TRM59800.80 GSI
50208,EL05540774901,楢葉,福島県,楢葉町立楢葉中学校,5700,TRM29659.00
50209,EL05539761901,下郷,福島県,下郷町立下郷中学校,TOPCON NETG5,TRM59800.80 GSI
50210,EL05540525001,白河,福島県,白河市立白河第四小学校,TRIMBLE NETR9,TRM59800.80 GSI
50211,EL05540540402,古殿,福島県,古殿町立古殿中学校,TRIMBLE NETR9,TPSCR.G5 GSI
50212,EL05540233302,矢祭,福島県,矢祭町立関岡小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50213,EL05440728302,美和,茨城県,花立自然公園,TRIMBLE NETR9,TRM59800.80 GSI
50214,EL05540166003,北茨城,茨城県,北茨城市民体育館,TOPCON NETG5,TRM59800.80 GSI
50215,EL05440403602,岩瀬,茨城県,桜川市立坂戸小学校,TOPCON NETG5,TRM59800.80 GSI
50216,EL05440431802,水戸,茨城県,水戸市立吉田小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50217,EL05540202301,大田原,栃木県,大田原東地区公民館,TOPCON NETG5,TRM59800.80 GSI
50218,EL05439749902,日光,栃木県,日光市立小来川小中学校,TRIMBLE NETR9,TRM59800.80 GSI
50219,EL05439771301,宇都宮,栃木県,宇都宮市立海道小学校,TOPCON NETG5,TRM59800.80 GSI
50220,EL05539112702,片品,群馬県,片品村寄居山公園,TRIMBLE NETR9,TRM59800.80 GSI
50221,EL05438640401,嬬恋,群馬県,嬬恋村立鎌原小学校,TOPCON NETG5,TRM59800.80 GSI
50222,EL05439520602,桐生,群馬県,桐生市立教育研究所,TOPCON NETG5,TRM59800.80 GSI
50223,EL05339708602,秩父,埼玉県,秩父市立秩父第二中学校,TOPCON NETG5,TRM59800.80 GSI
50224,EL05339667302,越谷,埼玉県,越谷市東越谷第二公園,TOPCON NETG5,TRM159900.00 GSI
50225,EL05340308301,千葉花見川,千葉県,幕張舟溜跡公園,TRIMBLE ALLOY,TPSCR.G5 GSI
50226,EL05240639001,千葉大原,千葉県,いすみ市大原グラウンド,TOPCON NETG5,TRM59800.80 GSI
50227,EL05239470702,丸山,千葉県,千倉海岸三原地区,TOPCON NETG5,TRM59800.80 GSI
50228,EL05339359001,世田谷,東京都,日本大学文理学部陸上競技場,TRIMBLE ALLOY,TRM59800.80 GSI
50229,EL05339010302,大井,神奈川県,大井町立相和小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50230,EL05239712101,小田原,神奈川県,久野兎河原公園,TOPCON NETG5,TPSCR.G5 GSI
50231,EL05739525002,粟島浦,新潟県,栗島漁港（漁港環境整備施設用地）,TOPCON NETG5,TRM159900.00 GSI
50232,EL05738348102,両津１,新潟県,佐渡市立内海府中学校,TRIMBLE ALLOY,TRM59800.80 GSI
50233,EL05738037701,両津２,新潟県,佐渡市立河崎小学校,TRIMBLE ALLOY,TRM159900.00 GSI
50234,EL05639721802,新発田,新潟県,新発田市立東中学校,TOPCON NETG3,TPSCR.G5 GSI
50235,EL05638527101,小木,新潟県,小木漁港（漁港環境整備施設用地）,TRIMBLE ALLOY,TRM59800.80 GSI
50236,EL05639432801,鹿瀬,新潟県,鹿瀬保育園,TOPCON NETG5,TRM59800.80 GSI
50237,EL05638460202,寺泊,新潟県,長岡市野積河川公園,TOPCON NETG5,TPSCR.G5 GSI
50238,EL05639309402,新潟加茂,新潟県,新潟県立加茂農林高等学校,TRIMBLE NETR9,TPSCR.G5 GSI
50239,EL05638176903,栃尾,新潟県,長岡市立秋葉中学校,TRIMBLE NETR9,TRM59800.80 GSI
50240,EL05538767303,小千谷,新潟県,小千谷市立小千谷中学校,TRIMBLE NETR9,TPSCR.G5 GSI
50241,EL05538627603,大潟,新潟県,上越市立大潟町中学校,TOPCON NETG5,TRM59800.80 GSI
50242,EL05538579402,新潟大和,新潟県,南魚沼市公民館,TOPCON NETG5,TRM59800.80 GSI
50243,EL05538509802,名立,新潟県,シーサイドパーク名立,TRIMBLE NETR9,TPSCR.G5 GSI
50244,EL05538449802,松之山,新潟県,特別養護老人ホーム不老閣,TRIMBLE ALLOY,TRM59800.80 GSI
50245,EL05537465901,糸魚川１,新潟県,糸魚川市立糸魚川東小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50246,EL05538369602,塩沢,新潟県,南魚沼市大原運動公園,TOPCON NETG5,TPSCR.G5 GSI
50247,EL05538213501,妙高高原,新潟県,妙高高原スポーツ公園,TOPCON NETG5,TPSCR.G5 GSI
50248,EL05536078901,高岡,富山県,高岡市立木津小学校,TOPCON NETG5,TPSCR.G5 GSI
50249,EL05437716502,富山,富山県,富山市立新保小学校,TRIMBLE NETR9,TRM59800.80 GSI
50250,EL05437639503,大山,富山県,グランドサンピア立山,TRIMBLE NETR9,TPSCR.G5 GSI
50251,EL05436478302,上平,富山県,南砺市立上平中学校,TRIMBLE NETR9,TPSCR.G5 GSI
50252,EL05636672303,舳倉島,石川県,輪島市立鳳至小・上野台中学校舳倉島分校,TOPCON NETG5,TPSCR.G5 GSI
50253,EL05637123103,珠洲,石川県,野々江総合公園,TRIMBLE ALLOY,TRM59800.80 GSI
50254,EL05536460103,志賀,石川県,志賀町立高浜中学校,5700,TRM29659.00
50255,EL05436437103,小松,石川県,ふれあい健康広場,TRIMBLE ALLOY,TRM59800.80 GSI
50256,EL05436159002,白峰,石川県,白峰温泉の里「御前荘」,TRIMBLE ALLOY,TPSCR.G5 GSI
50257,EL05436127202,丸岡,福井県,丸岡運動公園,TOPCON NETG5,TRM159900.00 GSI
50258,EL05336748002,大野,福井県,大野市立有終東小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50259,EL05335773901,越前,福井県,越前町立四ヶ浦小学校,TOPCON NETG5,TRM59800.80 GSI
50260,EL05336515502,今庄,福井県,南越前町立湯尾小学校,TRIMBLE NETR9,TPSCR.G5 GSI
50261,EL05335274202,三方,福井県,若狭町立明倫小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50262,EL05335145802,大飯,福井県,おおい町立大飯中学校,TOPCON NETG3,TPSCR.G5 GSI
50263,EL05338622502,小淵沢,山梨県,北杜市立小淵沢小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50264,EL05338459503,牧丘,山梨県,山梨市立牧丘第二小学校,TRIMBLE NETR9,TRM59800.80 GSI
50265,EL05538136402,山ノ内,長野県,山ノ内町立北小学校,TOPCON NETG5,TRM59800.80 GSI
50266,EL05537064902,白馬,長野県,白馬村村営北部グランド,TOPCON NETG5,TRM59800.80 GSI
50267,EL05438719901,長野,長野県,長野市北堀公園,TRIMBLE ALLOY,TRM159900.00 GSI
50268,EL05438426502,東部,長野県,田沢地区農業集落排水処理場,TRIMBLE ALLOY,TRM159900.00 GSI
50269,EL05438451101,軽井沢,長野県,軽井沢町矢ヶ崎公園,TOPCON NETG5,TRM59800.80 GSI
50270,EL05437378202,豊科,長野県,県民豊科運動広場,TOPCON NETG5,TPSCR.G5 GSI
50271,EL05438215703,和田,長野県,長和町在宅介護支援センター,TRIMBLE NETR9,TPSCR.G5 GSI
50272,EL05438135602,八千穂,長野県,佐久穂町千ケ日向総合グウランド,TRIMBLE NETR9,TRM59800.80 GSI
50273,EL05437174802,塩尻,長野県,長野県畜産試験場,TOPCON NETG5,TRM59800.80 GSI
50274,EL05337554503,上松,長野県,上松町天狗山公園,TRIMBLE ALLOY,TRM59800.80 GSI
50275,EL05338206302,大鹿,長野県,大鹿村中央構造線博物館,TRIMBLE NETR9,TRM59800.80 GSI
50276,EL05337262501,飯田,長野県,飯田市立丸山小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50277,EL05237778402,南信濃,長野県,飯田市Ｂ＆Ｇ海洋センター,TOPCON NETG5,TRM59800.80 GSI
50278,EL05237649702,根羽,長野県,根羽村山村広場駐車場,TOPCON NETG5,TRM59800.80 GSI
50279,EL05437410101,宮川,岐阜県,飛騨市　宮川スポーツ公園,TRIMBLE NETR9,TPSCR.G5 GSI
50280,EL05436073602,荘川,岐阜県,高山市立荘川小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50281,EL05337746201,高根,岐阜県,高根町緑地広場,TRIMBLE ALLOY,TRM59800.80 GSI
50282,EL05336664902,白鳥,岐阜県,白鳥町ふれあい広場公園,TOPCON NETG5,TRM59800.80 GSI
50283,EL05336570802,八幡,岐阜県,八幡町小野第２公園,TRIMBLE ALLOY,TRM59800.80 GSI
50284,EL05337338302,付知,岐阜県,中津川市付知学童学校給食センター,TRIMBLE ALLOY,TRM59800.80 GSI
50285,EL05336336901,藤橋,岐阜県,森林生態学習舎「自然舎」,TRIMBLE NETR9,TRM59800.80 GSI
50286,EL05336345801,根尾,岐阜県,根尾村淡墨公園,TOPCON NETG5,TPSCR.G5 GSI
50287,EL05337313301,加茂白川,岐阜県,白川町立白川北小学校,TRIMBLE NETR9,TPSCR.G5 GSI
50288,EL05336158401,本巣,岐阜県,本巣市総合運動場,TRIMBLE ALLOY,TRM59800.80 GSI
50289,EL05337107902,八百津,岐阜県,八百津町立八百津中学校,TRIMBLE ALLOY,TRM59800.80 GSI
50290,EL05336058802,岐阜,岐阜県,岐阜県立岐南工業工業高等学校,5700,TRM29659.00
50291,EL05336044301,垂井,岐阜県,垂井町立東幼稚園,TOPCON NETG5,TPSCR.G5 GSI
50292,EL05337004802,多治見,岐阜県,多治見市旭ヶ丘公園,TOPCON NETG5,TPSCR.G5 GSI
50293,EL05237731202,串原,岐阜県,サンホールくしはら,TRIMBLE NETR9,TPSCR.G5 GSI
50294,EL05236647701,南濃,岐阜県,海津市立城山小学校,TRIMBLE NETR9,TRM59800.80 GSI
50295,EL05237473802,春野,静岡県,浜松市立春野北小学校,TOPCON NETG5,TPSCR.G5 GSI
50296,EL05238348102,静岡清水市２,静岡県,東海大学海洋学部,TOPCON NETG5,TRM59800.80 GSI
50297,EL05238273302,天城湯ヶ島２,静岡県,伊豆市鉢窪浄水場前道路脇,TRIMBLE ALLOY,TPSCR.G5 GSI
50298,EL05336070403,愛知大口,愛知県,大口町二ツ屋公園,TOPCON NETG5,TPSCR.G5 GSI
50299,EL05236662601,甚目寺,愛知県,甚目寺町立南中学校,TRIMBLE NETR9,TPSCR.G5 GSI
50300,EL05237526001,愛知豊田,愛知県,豊田市立中金小学校,TOPCON NETG5,TRM59800.80 GSI
50301,EL05237424502,下山,愛知県,豊田市立下山中学校（大沼小学校と同一敷地になるが、正式には下,TRIMBLE NETR9,TRM59800.80 GSI
50302,EL05237309401,知立,愛知県,知立市立八ッ田小学校,TRIMBLE NETR9,TPSCR.G5 GSI
50303,EL05237320301,額田,愛知県,岡崎市立額田中学校,TRIMBLE ALLOY,TRM59800.80 GSI
50304,EL05236168902,常滑１,愛知県,常滑市小脇公園,TRIMBLE ALLOY,TRM59800.80 GSI
50305,EL05237105902,幡豆,愛知県,幡豆町立幡豆小学校,TOPCON NETG5,TRM59800.80 GSI
50306,EL05137727201,田原,愛知県,田原市立神戸小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50307,EL05137703502,渥美,愛知県,田原市立亀山小学校,TOPCON NETG5,TRM59800.80 GSI
50308,EL05236542003,大安,三重県,いなべ市立石榑小学校,5700,TRM29659.00
50309,EL05236259003,楠,三重県,楠プラザ　楠公民館,TOPCON NETG5,TRM159900.00 GSI
50310,EL05236019401,上野,三重県,伊賀市教育研究センター,TOPCON NETG5,TRM59800.80 GSI
50311,EL05136645402,松阪,三重県,松阪市立徳和小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50312,EL05136521601,飯高,三重県,松阪市立飯高東中学校,TRIMBLE NETR9,TRM59800.80 GSI
50313,EL05136344303,南島,三重県,南島町立東宮保育所,5700,TRM29659.00
50314,EL05136360502,志摩,三重県,志摩市志摩総合スポーツ公園,TRIMBLE ALLOY,TRM159900.00 GSI
50315,EL05036605602,三重熊野,三重県,熊野市立有馬小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50316,EL05036408002,鵜殿,三重県,紀宝町立うどの幼稚園,TOPCON NETG5,TPSCR.G5 GSI
50317,EL05336216502,余呉,滋賀県,（旧）余呉町立片岡小学校,TRIMBLE NETR9,TPSCR.G5 GSI
50318,EL05336105402,マキノ,滋賀県,マキノ林間スポーツセンター多目的グラウンド,TRIMBLE ALLOY,TRM59800.80 GSI
50319,EL05335072303,朽木,滋賀県,高島市立朽木東小学校,TOPCON NETG5,TRM59800.80 GSI
50320,EL05236708502,安曇川,滋賀県,高島市立本庄小学校,TRIMBLE ALLOY,TRM159900.00 GSI
50321,EL05236712803,彦根,滋賀県,大藪児童公園,TRIMBLE NETR9,TRM59800.80 GSI
50322,EL05235566901,大津１,滋賀県,修景保全対策事業記念公園,TRIMBLE ALLOY,TRM59800.80 GSI
50323,EL05236318103,水口,滋賀県,水口町さつきが丘中央公園,TRIMBLE ALLOY,TRM59800.80 GSI
50324,EL05235372202,大津２,滋賀県,大津市立南郷小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50325,EL05236321302,土山,滋賀県,甲賀市立土山中学校,5700,TRM29659.00
50326,EL05236204402,信楽,滋賀県,甲賀市立信楽中学校,TRIMBLE ALLOY,TPSCR.G5 GSI
50327,EL05335510302,丹後,京都府,京丹後市立宇川小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50328,EL05334276403,久美浜,京都府,京丹後市立川上小学校,TRIMBLE NETR9,TPSCR.G5 GSI
50329,EL05235715303,福知山,京都府,福知山市立日新中学校,TOPCON NETG5,TPSCR.G5 GSI
50330,EL05235665101, 京都左京１,京都府,京都市立花背第二中学校,5700,TRM29659.00
50331,EL05235529902,瑞穂,京都府,グリーンランドみずほ,TRIMBLE NETR9,TPSCR.G5 GSI
50332,EL05235449503,亀岡,京都府,亀岡市旭公園,TOPCON NETG5,TRM59800.80 GSI
50333,EL05235358302,京都西京,京都府,京都市立大枝中学校,TRIMBLE NETR9,TRM59800.80 GSI
50334,EL05235069902,京都加茂,京都府,加茂町赤田川町民グラウンド,TOPCON NETG5,TRM159900.00 GSI
50335,EL05235153402,交野,大阪府,交野市立岩船小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50336,EL05235041101,大阪,大阪府,銅座公園,JAVAD DELTA-G3T,TRM59800.80 GSI
50337,EL05135633801,堺,大阪府,堺市立八田荘小学校,TRIMBLE NETR9,TPSCR.G5 GSI
50338,EL05135557001,河南,大阪府,河南町立中村小学校,TRIMBLE NETR9,TRM59800.80 GSI
50339,EL05135540602,河内長野,大阪府,河内長野市立美加の台中学校,TOPCON NETG5,TPSCR.G5 GSI
50340,EL05135428901,熊取,大阪府,熊取町立北小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50341,EL05334142602,村岡,兵庫県,兵庫県立兎和野高原野外教育センター,TOPCON NETG5,TPSCR.G5 GSI
50342,EL05234767501,和田山,兵庫県,兵庫県立農林水産技術総合センター北部農業技術センター,TRIMBLE NETR9,TPSCR.G5 GSI
50343,EL05235512402,西紀,兵庫県,篠山市立西紀小学校,TOPCON NETG5,TRM59800.80 GSI
50344,EL05234541602,兵庫一宮,兵庫県,宍粟市立神戸小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50345,EL05234570702,山南,兵庫県,丹波市立和田中学校,TOPCON NETG5,TRM59800.80 GSI
50346,EL05234339202,南光,兵庫県,佐用町スポーツ公園「若あゆランド」,TOPCON NETG5,TRM59800.80 GSI
50347,EL05234368103,兵庫市川,兵庫県,市川町立川辺小学校,TRIMBLE NETR9,TRM59800.80 GSI
50348,EL05235327601,猪名川,兵庫県,猪名川町立大島小学校,TRIMBLE NETR9,TPSCR.G5 GSI
50349,EL05235313401,三田,兵庫県,三田市立長坂中学校,TRIMBLE ALLOY,TRM59800.80 GSI
50350,EL05234247303,新宮,兵庫県,たつの市立越部小学校,TRIMBLE ALLOY,TPSCR.G5 GSI
50351,EL05235117702,神戸北,兵庫県,神戸市藤原山公園,TRIMBLE ALLOY,TPSCR.G5 GSI
50352,EL05234176903,三木,兵庫県,三木市立三木幼稚園,TOPCON NETG5,TPSCR.G5 GSI
50353,EL05235124701,宝塚,兵庫県,宝塚市立西山小学校,TOPCON NETG5,TPSCR.G5 GSI
50354,EL05234164601,加古川,兵庫県,加古川市立東神吉南小学校,TOPCON NETG5,TRM159900.00 GSI
50355,EL05235036002,西宮,兵庫県,西宮市立小松小学校,TRIMBLE ALLOY,TRM159900.00 GSI
50356,EL05235012303,神戸中央,兵庫県,神戸市大倉山公園,TRIMBLE ALLOY,TRM59800.80 GSI
50357,EL05234040103,家島,兵庫県,姫路市Ｂ＆Ｇ海洋センター,TRIMBLE NETR9,TPSCR.G5 GSI
50358,EL05234070705,明石,兵庫県,明石市立鳥羽小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50359,EL05135609102,淡路,兵庫県,淡路市立岩屋中学校,TOPCON NETG5,TPSCR.G5 GSI
50360,EL05134569803,淡路一宮,兵庫県,淡路市立尾崎小学校,TRIMBLE ALLOY,TPSCR.G5 GSI
50361,EL05134471001,洲本,兵庫県,兵庫県立洲本実業高等学校,TRIMBLE ALLOY,TRM59800.80 GSI
50362,EL05134450802,西淡,兵庫県,南あわじ市立御原中学校,TRIMBLE ALLOY,TPSCR.G5 GSI
50363,EL05134256801,南淡,兵庫県,旧阿万中学校校庭,TOPCON NETG5,TRM59800.80 GSI
50364,EL05136608402,室生,奈良県,旧西谷小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50365,EL05135654801,広陵,奈良県,広陵町立真美ヶ丘第一小学校,TRIMBLE ALLOY,TPSCR.G5 GSI
50366,EL05135456602,五條,奈良県,五條市立北宇智小学校,TOPCON NETG5,TPSCR.G5 GSI
50367,EL05135074702,下北山,奈良県,下北山村立下北山中学校,TRIMBLE NETR9,TRM59800.80 GSI
50368,EL05135320801,打田,和歌山県,紀の川市若もの広場,TRIMBLE NETR9,TRM159900.00 GSI
50369,EL05135302502,和歌山,和歌山県,和歌山市立少年自然の家,TOPCON NETG5,TRM59800.80 GSI
50370,EL05135246701,高野,和歌山県,高野町立高野山中学校,TRIMBLE ALLOY,TRM59800.80 GSI
50371,EL05035735002,和歌山美山,和歌山県,笠松小学校,TRIMBLE ALLOY,TPSCR.G5 GSI
50372,EL05035619402,川辺,和歌山県,御坊市川辺町学校組合立大成中学校,TOPCON NETG5,TRM59800.80 GSI
50373,EL05035567202,本宮,和歌山県,田辺市立本宮小学校,TRIMBLE NETR9,TPSCR.G5 GSI
50374,EL05035544001,中辺路,和歌山県,緑の郷古道ヶ丘,TRIMBLE ALLOY,TRM59800.80 GSI
50375,EL05035439102,田辺,和歌山県,田辺市立会津小学校,NETG3,TPSCR.G5
50376,EL05035370302,那智勝浦,和歌山県,那智勝浦町立下里中学校,TOPCON NETG5,TRM159900.00 GSI
50377,EL05035240701,すさみ１,和歌山県,すさみ町立江住中学校,NETR9,TRM59800.80 GSI
50378,EL05334104301,鹿野,鳥取県,鹿野町運動広場,TRIMBLE ALLOY,TRM59800.80 GSI
50379,EL05333031503,溝口,鳥取県,伯耆町立溝口中学校　寄宿舎「青雲寮」,TRIMBLE NETR9,TPSCR.G5 GSI
50380,EL05234711801,智頭,鳥取県,智頭町立智頭中学校,TOPCON NETG5,TRM59800.80 GSI
50381,EL05233529402,日南,鳥取県,日南町農林業担い手研修施設イチイ荘,TRIMBLE ALLOY,TRM59800.80 GSI
50382,EL05433314902,五箇,島根県,旧五箇中学校,TRIMBLE ALLOY,TPSCR.G5 GSI
50383,EL05432171802,西ノ島,島根県,西ノ島町立浦郷小学校,TOPCON NETG5,TPSCR.G5 GSI
50384,EL05332057902,出雲,島根県,出雲市立高浜小学校,TRIMBLE ALLOY,TRM159900.00 GSI
50385,EL05232673901,仁多,島根県,三成公園,TRIMBLE NETR9,TPSCR.G5 GSI
50386,EL05232642002,大田,島根県,大田市立大田第一中学校,TRIMBLE ALLOY,TPSCR.G5 GSI
50387,EL05232452703,赤来,島根県,飯南町立赤来中学校,TOPCON NETG5,TRM59800.80 GSI
50388,EL05231172301,三隅,島根県,浜田市立岡見小学校,TOPCON NETG5,TRM59800.80 GSI
50389,EL05233761301,中和,岡山県,市営国民宿舎津黒高原荘,TOPCON NETG5,TRM59800.80 GSI
50390,EL05234521501,岡山大原,岡山県,美作市民グラウンド,TRIMBLE ALLOY,TRM59800.80 GSI
50391,EL05234412802,作東,岡山県,バレンタインパーク作東,TOPCON NETG5,TPSCR.G5 GSI
50392,EL05233450802,落合,岡山県,真庭市立木山小学校,TRIMBLE NETR9,TRM59800.80 GSI
50393,EL05233377602,岡山中央,岡山県,美咲町立加美小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50394,EL05233147701,高梁,岡山県,神原スポーツ公園,TOPCON NETG5,TRM59800.80 GSI
50395,EL05233174402,岡山御津,岡山県,岡山市立御津中学校,TRIMBLE NETR9,TPSCR.G5 GSI
50396,EL05134718302,邑久,岡山県,東備西播開発有料道路（岡山ブルーライン）P.A.「一本松展望園」,TOPCON NETG5,TRM59800.80 GSI
50397,EL05133562302,倉敷１,岡山県,倉敷市立下津井西小学校,TOPCON NETG5,TPSCR.G5 GSI
50398,EL05233303902,西城,広島県,庄原市立西城中学校,TOPCON NETG5,TRM59800.80 GSI
50399,EL05232027201,芸北,広島県,北広島町芸北支所,TOPCON NETG5,TRM59800.80 GSI
50400,EL05232041303,千代田,広島県,北広島町立千代田中学校,TOPCON NETG5,TRM59800.80 GSI
50401,EL05233000802,上下,広島県,府中市山村集落振興施設　矢野文化会館,TOPCON NETG5,TRM59800.80 GSI
50402,EL05132668503,豊栄,広島県,東広島市立豊栄中学校,TRIMBLE ALLOY,TPSCR.G5 GSI
50403,EL05132634701,広島１,広島県,可部運動公園　野球場,TRIMBLE ALLOY,TPSCR.G5 GSI
50404,EL05132629103,戸河内,広島県,道の駅来夢とごうち,5700,TRM29659.00
50405,EL05133405002,三原,広島県,三原運動公園,TRIMBLE NETR9,TPSCR.G5 GSI
50406,EL05132424702,広島２,広島県,学校法人鶴学園　広島工業大学,5700,TRM29659.00
50407,EL05131532301,萩１,山口県,山口福祉文化大学,TRIMBLE NETR9,TRM59800.80 GSI
50408,EL05130375501,豊北,山口県,下関市豊北総合運動公園,TOPCON NETG5,TRM59800.80 GSI
50409,EL05131344501,阿東,山口県,阿東町立篠目小学校跡地,TRIMBLE NETR9,TPSCR.G5 GSI
50410,EL05131371602,錦,山口県,岩国市立錦中学校,TRIMBLE NETR9,TPSCR.G5 GSI
50411,EL05131222702,美東,山口県,美祢市立綾木小学校,TOPCON NETG5,TRM59800.80 GSI
50412,EL05131046201,防府,山口県,防府市立玉祖小学校,TRIMBLE ALLOY,TRM159900.00 GSI
50413,EL05031727202,宇部,山口県,宇部市立川上中学校,TOPCON NETG5,TRM59800.80 GSI
50414,EL05032707801,柳井,山口県,柳井市立柳井中学校,TOPCON NETG5,TRM59800.80 GSI
50415,EL05134121802,徳島吉野,徳島県,阿波市立柿原小学校,TRIMBLE NETR9,TRM159900.00 GSI
50416,EL05134047402,徳島,徳島県,徳島市立富田中学校,TOPCON NETG5,TRM159900.00 GSI
50417,EL05134006301,美馬,徳島県,美馬市立美馬中学校,NETG3,TPSCR.G5 GSI
50418,EL05134014802,山川,徳島県,山川町総合スポーツ運動場,TOPCON NETG5,TPSCR.G5 GSI
50419,EL05033752401,山城,徳島県,三好市塩塚高原ふれあい広場,TOPCON NETG5,TPSCR.G5 GSI
50420,EL05034635102,上勝,徳島県,上勝町旭農村公園,TRIMBLE NETR9,TPSCR.G5 GSI
50421,EL05034605401,一宇,徳島県,剣山スキー場,TRIMBLE NETR9,TRM59800.80 GSI
50422,EL05034559302,阿南２,徳島県,阿南市立椿保育所,TOPCON NETG5,TRM159900.00 GSI
50423,EL05034447203,日和佐,徳島県,国土交通省日和佐国道出張所,TRIMBLE NETR9,TRM159900.00 GSI
50424,EL05034324903,徳島海南,徳島県,南阿波ピクニック公園,TOPCON NETG5,TRM59800.80 GSI
50425,EL05134526502,内海,香川県,内海総合運動公園,TOPCON NETG5,TRM159900.00 GSI
50426,EL05134310902,香川大川,香川県,大川町みろく自然公園,TRIMBLE ALLOY,TRM59800.80 GSI
50427,EL05133256701,三野,香川県,三豊市立大見小学校,TOPCON NETG5,TRM59800.80 GSI
50428,EL05133058102,豊浜,香川県,観音寺市南部多目的集会場,TOPCON NETG5,TRM59800.80 GSI
50429,EL05133179401,琴南,香川県,まんのう町交通公園,TRIMBLE NETR9,TRM59800.80 GSI
50430,EL05132079902,今治,愛媛県,大新田公園,NETG3,TPSCR.G5
50431,EL05033742302,伊予三島,愛媛県,四国中央市翠波高原,TRIMBLE NETR9,TPSCR.G5 GSI
50432,EL05033710602,西条,愛媛県,西条市立玉津小学校,NETR9,TRM59800.80 GSI
50433,EL05032575201,愛媛川内,愛媛県,南方東公園,TRIMBLE ALLOY,TPSCR.G5 GSI
50434,EL05032456402,伊予,愛媛県,三秋大原コミュニティ施設（三秋集会所）,TOPCON NETG5,TRM59800.80 GSI
50435,EL05032278502,美川,愛媛県,大川嶺牧場,TOPCON NETG5,TRM59800.80 GSI
50436,EL05032153503,肱川,愛媛県,大洲市立肱川風の博物館・歌麿館,TRIMBLE NETR9,TPSCR.G5 GSI
50437,EL04932345402,御荘,愛媛県,愛南町立平城小学校,TRIMBLE ALLOY,TRM59800.80 GSI
50438,EL05033552202,大豊,高知県,アルティ300れいほく21世紀センター,NETR9,TRM59800.80 GSI
50439,EL05033368401,香北,高知県,香美市青少年センター,TOPCON NETG5,TRM59800.80 GSI
50440,EL05034302801,馬路,高知県,ヤナセオートキャンプ場,TRIMBLE ALLOY,TPSCR.G5 GSI
